grievance_text,severity,severity_level
"please check, ping too high from last night bhai",Low,Low1
INTERNET NOT WORKING NOT RESOLVED YET!!! bhai,High,High1
NET SLOW PLS FIX!!! bhai,Low,Low1
facing net slow,Low,Low1
still no connection,High,High1
"please check, net slow pls fix bhai",Low,Low1
"please check, facing keeps dropping",Low,Low1
PING TOO HIGH FROM LAST NIGHT!!!,Low,Low1
net too slow again kya masla hai,Low,High1
net gone since morning since long time,High,Low1
disconnecting again and again again,Low,High1
"please check, still internet very too slow",Low,Low1
internet not working again since long time yaar,High,High2
keeps dropping pls fix since long time bhai,Low,Low1
still speed is low bhai,Low,Low1
"please check, no connection, what is this? kya masla hai",High,High1
router problem again kya ho raha hai,Low,High1
having ping too high continuously,Low,High1
"please check, net slow since morning kya masla hai",Low,Low2
internet gone again since long time,High,High1
wifi down pls fix kya masla hai,High,High1
SPEED IS LOW PLS FIX!!!,Low,Low1
"please check, router problem since morning yaar",Low,Low1
KEEPS DROPPING NOT RESOLVED YET!!! bhai,Low,Low1
"please check, net slow pls fix",Low,Low1
router not running since morning since long time yaar,Low,Low1
"WIFI DOWN, WHAT IS THIS?!!!",High,High1
"please check, no connection from last night bhai",High,High1
DNS NOT RESOLVING PLS FIX!!! yaar,Low,Low1
DATA LOSS trouble FROM LAST NIGHT!!! kya ho raha hai,Low,Low1
INTERNET NOT running PLS FIX!!! yaar,High,Low1
no connection since long time,High,High2
"data loss issue, what is this? since long time yaar",Low,Low1
HAVING wifi NOT WORKING CONTINUOUSLY!!!,High,High1
"ping too high, what is this?",Low,Low1
having internet not working continuously kya ho raha hai,High,High1
router problem since morning since long time yaar,Low,Low1
"wifi down, what is this?",High,High1
PACKET LOSS HAPPENING SINCE MORNING!!!,Low,Low1
keeps dropping since morning since long time yaar,Low,Low1
"please check, buffering issue",Low,Low1
STILL ROUTER PROBLEM!!! bhai,Low,Low1
router problem,Low,Low1
data loss problem not resolved yet bhai,Low,Low1
FACING NO CONNECTION!!! bhai,High,High1
"intrnet gone, what is this? since long time bhai",High,Low1
still packet loss happening yaar,Low,Low1
facing buffering issue since long time kya masla hai,Low,Low1
wifi down from last night kya ho raha hai,High,High1
"please check, router problem again kya masla hai",Low,High1
"no connection, what is this?",High,High1
dns not resolving bhai,Low,Low1
HAVING ROUTER PROBLEM CONTINUOUSLY!!! bhai,Low,High1
NO CONNECTION NOT RESOLVED YET!!! bhai,High,High1
wifi down again kya ho raha hai,High,High1
ROUTER NOT WORKING!!!,Low,High1
"please check, internet gone pls fix bhai",High,Low1
wifi GONE AGAIN!!! kya ho raha hai,High,High1
"please check, still buffering issue",Low,Low1
FACING PACKET LOSS HAPPENING!!!,Low,Low1
"net slow, what is this? since long time kya ho raha hai",Low,Low2
dns not resolving since morning since long time yaar,Low,Low1
NO CONNECTION NOT RESOLVED YET!!! kya ho raha hai,High,High1
having data loss problem continuously since long time kya ho raha hai,Low,High1
STILL NO CONNECTION!!! bhai,High,High1
"please check, internet not functioning since morning kya ho raha hai",High,Low1
SPEED IS LOW AGAIN!!!,Low,High1
FACING NO CONNECTION!!! yaar,High,High1
"BUFFERING ISSUE, WHAT IS THIS?!!! kya masla hai",Low,Low1
NO CONNECTION!!! bhai,High,High1
STILL KEEPS DROPPING!!! kya ho raha hai,Low,Low1
NO CONNECTION PLS FIX!!!,High,High1
PACKET LOSS HAPPENING SINCE MORNING!!! bhai,Low,Low1
DELAY IN RESPONSE AGAIN!!!,Low,High1
PING TOO HIGH FROM LAST NIGHT!!! yaar,Low,Low1
INTERNET VERY lagging PLS FIX!!! bhai,Low,Low1
"please check, speed is low pls fix bhai",Low,Low1
keeps dropping since morning bhai,Low,Low1
"please check, router not working bhai",Low,High1
packet loss happening pls fix kya masla hai,Low,Low1
speed is low from last night bhai,Low,Low1
"please check, wifi down not resolved yet bhai",High,High1
having unstable connection continuously since long time,Low,High1
HAVING ROUTER PROBLEM CONTINUOUSLY!!!,Low,High1
wifi down since long time,High,High2
no connection not resolved yet kya ho raha hai,High,High1
wifi GONE NOT RESOLVED YET!!! yaar,High,Low1
DELAY IN RESPONSE!!!,Low,Low1
"please check, buffering issue again bhai",Low,High1
"please check, still wifi down",High,High1
NO CONNECTION SINCE MORNING!!!,High,High3
"please check, no connection from last night bhai",High,High1
"please check, router not running since morning kya masla hai",Low,Low1
"please check, having no connection continuously kya ho raha hai",High,High1
"please check, disconnecting again and again since morning kya ho raha hai",Low,High1
"DATA LOSS ISSUE, WHAT IS THIS?!!!",Low,Low1
"please check, speed is low from last night kya ho raha hai",Low,Low1
having no connection continuously kya ho raha hai,High,High1
"please check, having wifi gone continuously bhai",High,High1
keeps dropping from last night bhai,Low,Low1
connection not working since long time yaar,High,High2
PING TOO HIGH FROM LAST NIGHT!!! yaar,Low,Low1
no connection again bhai,High,High1
"please check, cannot access sites, what is this? bhai",Low,Low1
"no connection, what is this? yaar",High,High1
having internet gone continuously since long time,High,High1
having keeps dropping continuously since long time kya ho raha hai,Low,High1
still wifi not working since long time bhai,High,High2
speed is low since long time,Low,Low1
facing ping too high bhai,Low,Low1
disconnecting again and again not resolved yet since long time yaar,Low,High1
FACING net GONE!!! bhai,High,Low1
buffering problem since morning bhai,Low,Low1
ROUTER NOT running AGAIN!!! yaar,Low,High1
"please check, ping too high",Low,Low1
wifi gone pls fix kya ho raha hai,High,Low1
net NOT WORKING SINCE MORNING!!! bhai,High,High3
"please check, cannot access sites from last night kya ho raha hai",Low,Low1
having connection gone continuously since long time kya ho raha hai,High,High1
"please check, keeps dropping, what is this?",Low,Low1
HAVING PACKET LOSS HAPPENING CONTINUOUSLY!!! bhai,Low,High1
having no connection continuously since long time bhai,High,High2
FACING DISCONNECTING AGAIN AND AGAIN!!!,Low,High1
STILL LAG ISSUE!!! yaar,Low,Low1
"please check, data loss trouble pls fix bhai",Low,Low1
net gone pls fix since long time bhai,High,Low1
"please check, delay in response pls fix",Low,Low1
having disconnecting again and again continuously since long time bhai,Low,High1
"please check, wifi very slow pls fix",Low,Low1
no connection again,High,High1
"please check, disconnecting again and again from last night bhai",Low,High1
"no connection, what is this?",High,High1
"please check, connection gone again yaar",High,High1
STILL NET SLOW!!! kya ho raha hai,Low,Low1
"please check, connection gone since morning yaar",High,Low1
still delay in response,Low,Low1
connection GONE NOT RESOLVED YET!!! kya ho raha hai,High,Low1
"please check, still no connection yaar",High,High1
having keeps dropping continuously,Low,High1
"please check, buffering issue, what is this? bhai",Low,Low1
DELAY IN RESPONSE AGAIN!!!,Low,High1
packet loss happening from last night since long time kya ho raha hai,Low,Low1
"please check, no connection not resolved yet yaar",High,High1
"please check, having net too slow continuously",Low,High1
having disconnecting again and again continuously bhai,Low,High1
still internet very too slow since long time kya ho raha hai,Low,Low2
ping too high yaar,Low,Low1
keeps dropping from last night,Low,Low1
keeps dropping not resolved yet since long time,Low,Low1
ping too high from last night since long time yaar,Low,Low1
"please check, intrnet not functioning not resolved yet bhai",High,Low1
facing dns not resolving since long time kya ho raha hai,Low,Low1
still data loss trouble since long time yaar,Low,Low1
keeps dropping since morning kya ho raha hai,Low,Low1
data loss issue since morning since long time,Low,Low1
router not working from last night since long time kya ho raha hai,Low,High2
facing internet not working,High,High1
still keeps dropping since long time bhai,Low,Low1
having speed is low continuously,Low,High1
FACING NET SLOW!!! bhai,Low,Low1
having dns not resolving continuously bhai,Low,High1
net gone pls fix bhai,High,Low1
no connection pls fix since long time yaar,High,High2
packet loss happening since long time,Low,Low1
facing no connection since long time kya ho raha hai,High,High2
"please check, still net gone",High,Low1
connection gone again since long time yaar,High,High1
facing connection gone since long time kya masla hai,High,Low1
still net slow since long time,Low,Low2
WIFI DOWN AGAIN!!! kya ho raha hai,High,High1
facing buffering problem since long time bhai,Low,Low1
"please check, wifi down again yaar",High,High1
HAVING INTERNET NOT functioning CONTINUOUSLY!!! bhai,High,High1
"UNSTABLE CONNECTION, WHAT IS THIS?!!! kya masla hai",Low,Low1
"please check, facing intrnet very lagging yaar",Low,Low1
ROUTER PROBLEM NOT RESOLVED YET!!! bhai,Low,Low1
no connection again,High,High1
"please check, no connection, what is this?",High,High1
internet gone again since long time,High,High1
speed is low,Low,Low1
STILL PING TOO HIGH!!! kya masla hai,Low,Low1
internet not working not resolved yet yaar,High,High1
internet gone from last night kya ho raha hai,High,Low1
"SPEED IS LOW, WHAT IS THIS?!!! kya ho raha hai",Low,Low1
disconnecting again and again not resolved yet,Low,High1
INTERNET NOT WORKING SINCE MORNING!!! bhai,High,High3
"packet loss happening, what is this? since long time bhai",Low,Low1
"please check, buffering issue since morning yaar",Low,Low1
facing buffering issue kya ho raha hai,Low,Low1
net very slow since long time bhai,Low,Low2
ping too high kya ho raha hai,Low,Low1
"please check, having net gone continuously kya ho raha hai",High,High1
router not working again kya ho raha hai,Low,High1
WIFI DOWN NOT RESOLVED YET!!! kya masla hai,High,High1
data loss issue pls fix bhai,Low,Low1
"please check, still net lagging yaar",Low,Low1
NO CONNECTION FROM LAST NIGHT!!! kya ho raha hai,High,High1
having ping too high continuously kya ho raha hai,Low,High1
still dns not resolving bhai,Low,Low1
net gone again since long time,High,High1
"please check, net lagging since morning",Low,Low1
internet gone not resolved yet,High,Low1
net NOT WORKING SINCE MORNING!!! kya masla hai,High,High3
"please check, packet loss happening since morning",Low,Low1
ROUTER PROBLEM AGAIN!!!,Low,High1
"please check, wifi down kya ho raha hai",High,High1
facing router not functioning since long time,Low,Low1
still internet not functioning since long time bhai,High,Low1
DNS NOT RESOLVING FROM LAST NIGHT!!!,Low,Low1
facing wifi gone yaar,High,Low1
DISCONNECTING AGAIN AND AGAIN AGAIN!!! kya ho raha hai,Low,High1
still internet not working,High,High1
NO CONNECTION AGAIN!!!,High,High1
router not running not resolved yet,Low,Low1
internet very slow again,Low,High1
intrnet gone from last night,High,Low1
PACKET LOSS HAPPENING SINCE MORNING!!!,Low,Low1
DATA LOSS ISSUE AGAIN!!!,Low,High1
data loss issue from last night bhai,Low,Low1
"please check, having internet gone continuously",High,High1
ROUTER PROBLEM!!! yaar,Low,Low1
wifi down since morning since long time,High,High2
"ROUTER PROBLEM, WHAT IS THIS?!!! yaar",Low,Low1
router not functioning since morning bhai,Low,Low1
internet gone again since long time kya masla hai,High,High1
"please check, speed is low again yaar",Low,High1
"please check, ping too high again",Low,High1
"please check, packet loss happening not resolved yet bhai",Low,Low1
speed is low from last night since long time kya ho raha hai,Low,Low1
"please check, no connection pls fix",High,High1
net gone since morning bhai,High,Low1
facing data loss trouble,Low,Low1
having keeps dropping continuously yaar,Low,High1
"please check, delay in response kya ho raha hai",Low,Low1
STILL INTERNET NOT WORKING!!! bhai,High,High1
connection gone from last night since long time,High,Low1
HAVING NO CONNECTION CONTINUOUSLY!!! bhai,High,High1
keeps dropping not resolved yet since long time,Low,Low1
"connection not working, what is this? since long time bhai",High,High2
"internet gone, what is this? kya masla hai",High,Low1
net slow pls fix kya ho raha hai,Low,Low1
"please check, having speed is low continuously bhai",Low,High1
no connection since long time bhai,High,High2
"please check, internet not functioning bhai",High,Low1
still router not functioning since long time bhai,Low,Low1
router problem not resolved yet since long time kya ho raha hai,Low,Low1
still wifi down since long time bhai,High,High2
"please check, cannot access sites kya masla hai",Low,Low1
NO CONNECTION!!!,High,High1
facing dns not resolving yaar,Low,Low1
SPEED IS LOW AGAIN!!! bhai,Low,High1
NO CONNECTION PLS FIX!!!,High,High1
wifi gone not resolved yet,High,Low1
