grievance_text,severity
having delay in response continuously since long time kya ho raha hai,4
"please check, no connection pls fix bhai",1
buffering problem pls fix,5
lag issue not resolved yet kya masla hai,5
"please check, still cannot access sites bhai",4
"packet loss happening, what is this? since long time",4
"please check, internet gone pls fix yaar",1
INTERNET NOT functioning FROM LAST NIGHT!!! bhai,4
WIFI DOWN SINCE MORNING!!! bhai,3
speed is low since morning bhai,4
no connection since long time bhai,2
PACKET LOSS HAPPENING!!! yaar,4
wifi GONE FROM LAST NIGHT!!!,4
internet not wrkng not resolved yet,4
keeps dropping from last night yaar,4
NO CONNECTION NOT RESOLVED YET!!! bhai,2
no connection pls fix since long time yaar,2
"WIFI DOWN, WHAT IS THIS?!!!",2
disconnecting again and again again,4
"please check, speed is low, what is this? kya ho raha hai",4
no connection since morning since long time kya ho raha hai,2
"please check, wifi down, what is this? kya masla hai",1
internet not working not resolved yet bhai,1
having router problem continuously bhai,4
"please check, speed is low not resolved yet yaar",4
facing no connection since long time bhai,2
wifi gone yaar,4
"please check, lag trouble bhai",5
"please check, still lag trouble",5
still unstable connection since long time,4
wifi NOT WORKING SINCE MORNING!!! yaar,3
still unstable connection since long time kya ho raha hai,4
wifi gone from last night kya ho raha hai,4
"please check, disconnecting again and again pls fix",4
having ping too high continuously yaar,4
"please check, facing internet not running bhai",4
net slow since morning since long time,5
connection gone not resolved yet yaar,4
internet not working not resolved yet yaar,1
"net gone, what is this? kya masla hai",4
STILL connection VERY SLOW!!! kya ho raha hai,5
no connection from last night,1
no connection again since long time kya ho raha hai,2
unstable connection pls fix kya ho raha hai,4
"please check, data loss issue, what is this?",4
"please check, cannot access sites, what is this? yaar",4
keeps dropping not resolved yet since long time bhai,4
STILL CANNOT ACCESS SITES!!! kya ho raha hai,4
"disconnecting again and again, what is this? since long time yaar",4
wifi gone not resolved yet since long time yaar,4
HAVING PING TOO HIGH CONTINUOUSLY!!!,4
having net slow continuously bhai,5
"please check, packet loss happening, what is this? bhai",4
buffering trouble,5
"please check, net lagging pls fix bhai",5
LAG problem AGAIN!!!,5
facing buffering trouble bhai,5
ping too high not resolved yet since long time,4
lag issue pls fix since long time kya ho raha hai,5
still router problem since long time bhai,4
having disconnecting again and again continuously,4
wifi not working not resolved yet,1
facing wifi gone since long time bhai,4
still internet very slow,5
PING TOO HIGH SINCE MORNING!!! bhai,4
"please check, internet gone bhai",1
no connection since morning since long time,2
"please check, net gone",4
ping too high again since long time bhai,4
"please check, facing no connection kya ho raha hai",1
having net lagging continuously yaar,5
having net not working continuously since long time,2
"please check, internet not working kya masla hai",1
"please check, wifi down since morning kya ho raha hai",2
"please check, no connection from last night bhai",1
connection not working again since long time bhai,2
router not functioning not resolved yet since long time,4
"please check, having ping too high continuously",4
facing no connection,1
"please check, buffering issue kya ho raha hai",5
router problem again yaar,4
HAVING DELAY IN RESPONSE CONTINUOUSLY!!! yaar,4
"wifi down, what is this? kya ho raha hai",1
"wifi gone, what is this? since long time bhai",4
facing wifi gone yaar,4
"INTERNET VERY SLOW, WHAT IS THIS?!!! bhai",5
HAVING DNS NOT RESOLVING CONTINUOUSLY!!! kya ho raha hai,4
having no connection continuously,1
having intrnet very slow continuously since long time bhai,5
"please check, still buffering trouble kya ho raha hai",5
"please check, unstable connection again",4
"please check, connection not working pls fix kya masla hai",1
"DATA LOSS ISSUE, WHAT IS THIS?!!! kya ho raha hai",4
"please check, buffering issue pls fix bhai",5
HAVING net NOT WORKING CONTINUOUSLY!!! bhai,2
"ROUTER NOT WORKING, WHAT IS THIS?!!!",2
BUFFERING problem SINCE MORNING!!! bhai,5
having no connection continuously yaar,1
unstable connection pls fix since long time kya ho raha hai,4
"please check, still wifi down bhai",1
"please check, no connection from last night kya ho raha hai",1
SPEED IS LOW NOT RESOLVED YET!!!,4
still delay in response since long time kya ho raha hai,4
router not working pls fix,1
"please check, net gone, what is this? bhai",4
FACING WIFI DOWN!!! kya ho raha hai,2
"please check, packet loss happening since morning bhai",4
wifi NOT WORKING SINCE MORNING!!! bhai,3
facing packet loss happening since long time bhai,4
wifi down pls fix yaar,1
internet not working again bhai,1
buffering problem from last night,5
net GONE!!! kya ho raha hai,4
NO CONNECTION PLS FIX!!! kya ho raha hai,2
"DATA LOSS ISSUE, WHAT IS THIS?!!! bhai",4
having wifi down continuously since long time,2
wifi gone not resolved yet,4
"please check, router not working, what is this?",1
"please check, cannot access sites",4
"please check, router not functioning since morning bhai",4
net slow kya masla hai,5
internet not working from last night since long time kya ho raha hai,2
FACING DNS NOT RESOLVING!!! kya ho raha hai,4
"please check, intrnet gone again kya ho raha hai",4
router not functioning again since long time,4
"please check, wifi down since morning kya ho raha hai",2
HAVING CANNOT ACCESS SITES CONTINUOUSLY!!! kya ho raha hai,4
"please check, still intrnet not wrkng",4
STILL UNSTABLE CONNECTION!!!,4
intrnet not functioning again since long time bhai,4
FACING WIFI DOWN!!! kya ho raha hai,2
"please check, buffering trouble not resolved yet bhai",5
still wifi down,1
connection not working since morning yaar,2
PACKET LOSS HAPPENING!!!,4
net lagging pls fix since long time bhai,5
HAVING CANNOT ACCESS SITES CONTINUOUSLY!!!,4
having no connection continuously kya ho raha hai,1
intrnet gone from last night,4
INTERNET NOT WORKING SINCE MORNING!!! yaar,3
dns not resolving not resolved yet yaar,4
facing net very slow since long time bhai,5
wifi down not resolved yet yaar,1
internet not functioning since long time bhai,4
"please check, facing net gone",4
facing wifi gone yaar,4
having buffering problem continuously since long time,5
having delay in response continuously yaar,4
still delay in response since long time kya ho raha hai,4
WIFI DOWN FROM LAST NIGHT!!!,2
keeps dropping from last night kya masla hai,4
having unstable connection continuously since long time bhai,4
disconnecting again and again since long time bhai,4
internet very slow pls fix,5
"DELAY IN RESPONSE, WHAT IS THIS?!!! yaar",4
wifi down again bhai,1
dns not resolving again since long time kya masla hai,4
HAVING WIFI DOWN CONTINUOUSLY!!! bhai,2
keeps dropping pls fix,4
FACING DATA LOSS ISSUE!!! yaar,4
HAVING net NOT WORKING CONTINUOUSLY!!! bhai,2
unstable connection pls fix since long time yaar,4
DATA LOSS ISSUE AGAIN!!! bhai,4
intrnet not wrkng not resolved yet since long time bhai,4
ROUTER NOT WORKING FROM LAST NIGHT!!! kya ho raha hai,2
STILL NO CONNECTION!!!,2
still buffering trouble since long time bhai,5
"please check, router not running from last night",4
wifi down not resolved yet since long time kya ho raha hai,2
having internet gone continuously since long time kya ho raha hai,2
"wifi down, what is this? since long time",2
"please check, internet gone pls fix kya ho raha hai",1
net slow pls fix since long time,5
"please check, wifi very slow pls fix yaar",5
"please check, wifi down kya ho raha hai",1
connection gone from last night since long time kya ho raha hai,4
"please check, having internet not working continuously yaar",1
data loss problem again since long time bhai,4
"DELAY IN RESPONSE, WHAT IS THIS?!!! kya ho raha hai",4
having connection gone continuously kya ho raha hai,4
"please check, having lag issue continuously",5
no connection from last night kya ho raha hai,1
FACING NO CONNECTION!!! kya ho raha hai,2
NET lagging PLS FIX!!! kya ho raha hai,5
"SPEED IS LOW, WHAT IS THIS?!!! bhai",4
having unstable connection continuously kya masla hai,4
HAVING ROUTER NOT WORKING CONTINUOUSLY!!! kya masla hai,2
disconnecting again and again again since long time kya ho raha hai,4
wifi GONE PLS FIX!!! bhai,4
"please check, having lag issue continuously bhai",5
packet loss happening since long time kya ho raha hai,4
internet not working not resolved yet yaar,1
cannot access sites not resolved yet since long time yaar,4
internet not wrkng since long time kya ho raha hai,4
speed is low from last night since long time bhai,4
"please check, having no connection continuously bhai",1
WIFI DOWN SINCE MORNING!!! yaar,3
dns not resolving since morning kya masla hai,4
ROUTER NOT functioning FROM LAST NIGHT!!! kya masla hai,4
internet gone from last night,1
no connection not resolved yet yaar,1
packet loss happening from last night yaar,4
lag issue not resolved yet,5
"please check, net lagging yaar",5
"please check, speed is low since morning kya ho raha hai",4
FACING DNS NOT RESOLVING!!!,4
SPEED IS LOW FROM LAST NIGHT!!! kya ho raha hai,4
DNS NOT RESOLVING AGAIN!!! bhai,4
unstable connection since morning kya ho raha hai,4
WIFI DOWN PLS FIX!!! yaar,2
"intrnet gone, what is this?",4
"please check, facing disconnecting again and again yaar",4
HAVING DELAY IN RESPONSE CONTINUOUSLY!!! kya ho raha hai,4
"please check, data loss trouble pls fix bhai",4
facing net too slow bhai,5
BUFFERING trouble SINCE MORNING!!!,5
internet not working bhai,1
"please check, wifi down, what is this? bhai",1
"please check, wifi down, what is this? kya ho raha hai",1
"please check, lag issue since morning",5
"please check, no connection pls fix yaar",1
packet loss happening again since long time bhai,4
data loss problem not resolved yet,4
NO CONNECTION SINCE MORNING!!! kya ho raha hai,3
still wifi down since long time yaar,2
"please check, wifi not working again bhai",1
packet loss happening from last night since long time bhai,4
having no connection continuously bhai,1
having connection gone continuously kya ho raha hai,4
"please check, internet not wrkng not resolved yet",4
FACING NET SLOW!!! bhai,5
data loss problem again yaar,4
keeps dropping since long time kya ho raha hai,4
still wifi down since long time bhai,2
NO CONNECTION FROM LAST NIGHT!!! yaar,2
net gone again bhai,4
"please check, internet gone yaar",1
WIFI DOWN!!! kya ho raha hai,2
DATA LOSS ISSUE AGAIN!!! kya ho raha hai,4
dns not resolving again since long time yaar,4
"please check, lag trouble from last night kya ho raha hai",5
"LAG ISSUE, WHAT IS THIS?!!!",5
"please check, keeps dropping not resolved yet bhai",4
packet loss happening since morning since long time bhai,4
"internet gone, what is this? kya masla hai",1
no connection since long time bhai,2
"please check, unstable connection since morning bhai",4
disconnecting again and again from last night kya ho raha hai,4
buffering trouble not resolved yet kya masla hai,5
STILL SPEED IS LOW!!! bhai,4
"internet not working, what is this? since long time bhai",2
"please check, wifi down since morning",2
"unstable connection, what is this? since long time",4
wifi down pls fix bhai,1
DELAY IN RESPONSE FROM LAST NIGHT!!! yaar,4
"please check, speed is low from last night",4
wifi down again since long time bhai,2
"please check, having internet gone continuously",1
internet gone pls fix,1
FACING SPEED IS LOW!!! yaar,4
"please check, dns not resolving again",4
LAG ISSUE FROM LAST NIGHT!!! yaar,5
facing wifi down since long time,2
facing internet very slow,5
INTERNET NOT WORKING FROM LAST NIGHT!!!,2
"please check, internet not working, what is this? kya ho raha hai",1
"please check, having ping too high continuously bhai",4
"please check, unstable connection not resolved yet yaar",4
lag trouble,5
"please check, disconnecting again and again bhai",4
"unstable connection, what is this? since long time",4
"please check, connection very slow",5
"please check, facing wifi down",1
"please check, no connection from last night yaar",1
